age,AMI_total_n,AMI_total_mean,AMI_total_SD,GDS_total_n,GDS_total_mean,GDS_total_SD,REY_copy_score_n,REY_copy_score_mean,REY_copy_score_SD,REY_copy_nMove_n,REY_copy_nMove_mean,REY_copy_nMove_SD,REY_recall_score_n,REY_recall_score_mean,REY_recall_score_SD,REY_recall_nMove_n,REY_recall_nMove_mean,REY_recall_nMove_SD,OIS_ImmediateObjectAccuracy_n,OIS_ImmediateObjectAccuracy_mean,OIS_ImmediateObjectAccuracy_SD,OIS_DelayedObjectAccuracy_n,OIS_DelayedObjectAccuracy_mean,OIS_DelayedObjectAccuracy_SD,OIS_ImmediateSemanticAccuracy_n,OIS_ImmediateSemanticAccuracy_mean,OIS_ImmediateSemanticAccuracy_SD,OIS_DelayedSemanticAccuracy_n,OIS_DelayedSemanticAccuracy_mean,OIS_DelayedSemanticAccuracy_SD,OIS_ImmediateLocationError_n,OIS_ImmediateLocationError_mean,OIS_ImmediateLocationError_SD,OIS_DelayedLocationError_n,OIS_DelayedLocationError_mean,OIS_DelayedLocationError_SD,OMT_ProportionCorrect_n,OMT_ProportionCorrect_mean,OMT_ProportionCorrect_SD,OMT_AbsoluteError_n,OMT_AbsoluteError_mean,OMT_AbsoluteError_SD,OMT_TargetDetection_n,OMT_TargetDetection_mean,OMT_TargetDetection_SD,OMT_Misbinding_n,OMT_Misbinding_mean,OMT_Misbinding_SD,OMT_Guessing_n,OMT_Guessing_mean,OMT_Guessing_SD,OMT_Imprecision_n,OMT_Imprecision_mean,OMT_Imprecision_SD,OMT_IdentificationTime_n,OMT_IdentificationTime_mean,OMT_IdentificationTime_SD,OMT_LocalisationTime_n,OMT_LocalisationTime_mean,OMT_LocalisationTime_SD,DSST_nCorrectResponse_n,DSST_nCorrectResponse_mean,DSST_nCorrectResponse_SD,TMT_A_n,TMT_A_mean,TMT_A_SD,TMT_B_n,TMT_B_mean,TMT_B_SD,CORSI_mean_n,CORSI_mean_mean,CORSI_mean_SD
64,58,1.44021392082423,0.341814929325599,59,4.76271186440678,1.16129856543234,78,90.6310577896776,2.73254050728303,74,17.8716216216216,4.60366369366137,76,85.6933642665578,6.65947493625425,75,17.3822222222222,4.76959946736401,71,96.6231158883123,4.30266206560314,72,72.9103139793929,14.9496474422467,73,99.9315068493151,0.585205735980653,72,83.6722448482317,10.7429695562693,70,0.735874042861179,0.28913054986417,70,1.41898698078864,0.676929311567832,57,0.927219364199974,0.0421193381493305,57,125.527604905365,36.1571967620089,56,0.726855368884309,0.101831949899482,57,0.285620303188058,0.0882502416052482,57,0.133084924589808,0.0647643281493219,57,78.0691804942706,18.0821271142737,58,2.24171258621525,0.529479936315844,56,2.61325461574466,0.751555390043083,53,40.4779874213836,6.99526990185788,62,24.6267931451613,4.34438829266455,62,33.5000591845878,7.22263501898889,60,6.41964544250377,2.78061901446708
65,61,1.39746508805055,0.341828305866326,63,4.74074074074074,1.14594805008457,76,90.9434459068984,2.13789095358391,77,17.6060606060606,4.58033467224054,78,85.293309695882,6.50992956811532,78,17.4871794871795,4.58066779875134,75,96.5143274853801,4.42211114887407,77,71.6607264915536,15.1967396049475,76,100,NaN,76,82.6894951193774,10.9638310660793,73,0.769242934733705,0.286288584265883,75,1.51281322272275,0.779569753851111,61,0.925921360778997,0.0427232177730707,61,124.724868377769,34.9061846738163,60,0.720270612798287,0.0940711867540671,62,0.287336112859649,0.0851338784705763,61,0.136476700551152,0.061273943808677,61,77.6551757014974,18.3647161784715,62,2.23624936409272,0.512262218048991,59,2.59125720964612,0.724358713151858,55,40.7060606060606,6.83062003014799,63,24.2186692680776,3.89872283197291,64,33.3905408420139,7.05533161903727,62,6.47842231971443,2.77524184281277
66,54,1.40989368999949,0.350055079056752,56,4.91815476190476,1.16357719414072,63,90.7532574098657,2.396940298703,64,16.5651041666667,3.67394865974052,64,85.3060564413133,6.56666992219856,64,17.078125,4.38028780975592,58,96.0314579552329,4.76333772695172,61,70.3270813646137,14.999628906553,61,100,NaN,62,80.8601139946641,11.3354282428545,57,0.777237610228975,0.29455463969476,59,1.53272122720443,0.805395264785938,49,0.928292670451639,0.0422499218599793,49,123.483596307339,33.8121747210904,48,0.723925787405545,0.090783151856678,50,0.284203969419649,0.0832831485225801,49,0.134595876922638,0.0605695191152906,49,77.1986658369267,19.648916667371,50,2.29495505161385,0.539069059272846,49,2.78985029394456,1.08986867748471,50,40.1766666666667,7.1476499793119,56,24.4173312003968,4.07817889842273,57,33.8078796783626,8.12040500257674,55,6.27766947305893,2.52944452816208
67,47,1.40061071711052,0.394262405572565,48,5.02604166666667,1.23676877410089,54,90.9129895017024,2.50471753244446,55,16.1606060606061,3.34088090518,54,86.1113181706692,5.70406958294696,54,16.5679012345679,4.25811821983942,51,95.6501547987616,5.06644604146746,53,70.2010135401397,15.1162079665159,53,100,NaN,54,80.3166481017358,11.822244694023,50,0.796496025918262,0.291067619094545,52,1.61706143052987,0.848560461485134,42,0.927716612960974,0.045956462476286,43,126.286866658558,38.9371099764276,42,0.717269586103771,0.0849373142261064,43,0.288439079325173,0.0757291396260419,43,0.137242608798071,0.0587687700856795,42,76.6115043930342,20.5573111375618,43,2.31270420159152,0.576942596787394,41,2.78974830443929,0.964683962105922,42,38.7579365079365,6.41477401935934,46,24.9535042270531,4.44408601173205,45,32.6761860493827,6.53427408567928,45,5.92107179611979,1.9354590077522
68,43,1.32375107667377,0.370483882733515,44,5.06628787878788,1.05479395734877,50,90.9638496816578,2.59336033333196,50,15.99,2.81605576436746,51,85.228957750936,6.84699611025679,50,16.31,3.45623922336996,49,95.0304332259219,4.98135537773399,50,66.6464076858814,14.6440140539926,49,100,NaN,51,77.4267777286353,11.6526203296259,47,0.815779886606283,0.294277047287557,50,1.75066162193312,0.915389840843569,40,0.914661654135338,0.047681386532427,40,129.11058504187,36.1198800895124,40,0.71331232230119,0.0771177537948569,40,0.296258410622368,0.0653270691375445,39,0.138723863906111,0.0475805749663066,40,80.3293271803447,20.7762825521486,40,2.24102893023627,0.486375359530882,39,2.78867629285042,1.00037378093171,40,38.7291666666667,6.22004931915845,42,25.2514705026455,4.28028505822492,42,34.9852107142857,7.1895919364677,44,6.61338933986099,2.75752815164994
69,49,1.3271919879144,0.340148348930094,50,4.965,1.07934771811434,56,91.0376249814401,2.30964302084479,56,16.4166666666667,3.21266433372865,56,84.1852680309317,7.52550581045584,57,16.5964912280702,3.66286970185928,56,95.562343358396,4.69485725600036,58,65.9167674934463,17.6066425199051,56,100,NaN,58,77.6663641863279,14.1545698048009,54,0.780739415113133,0.29710069422813,56,1.64892987066668,1.00411746468239,43,0.915275106370578,0.0460909414520137,42,125.133579011076,32.4061105595179,43,0.717341254341085,0.0829284635683017,44,0.286238763441388,0.0732093302227638,41,0.134777887153402,0.0483324436673359,43,79.492618314508,19.7936861866378,43,2.2472042985552,0.511906937171655,42,2.90890935188159,1.21865065546532,44,38.0265151515152,6.38088464598744,44,25.7684983585859,4.02781055604885,44,36.1183669191919,7.0560585478775,49,6.54499794665508,2.41219329736442
70,50,1.31888888888333,0.374150026353179,53,5.10691823899371,1.25919453448036,57,90.1699736969098,3.26200179575155,55,16.4151515151515,3.14970648695784,55,82.5372132171297,7.62591773004622,56,16.6696428571429,3.80529815015119,55,96.0151515151515,4.1687985567378,58,66.3031861262351,17.6732605208962,54,100,NaN,58,77.7697116354104,14.9313563682975,54,0.770667783679022,0.295008481801715,56,1.62417184167706,0.97451816074736,43,0.904634405781897,0.0500683521361472,42,123.814904021485,30.8603765131976,42,0.718536345432674,0.0867929078252363,43,0.29247011843574,0.0786402339634456,42,0.140215048974177,0.0518310328799924,43,79.7860777870676,17.53705843417,43,2.195187389225,0.51339573281047,40,2.82228722236317,1.02153159722581,44,36.6818181818182,7.14132152357841,43,25.6981467700258,3.89998792752304,43,36.1528395348837,7.26842221340016,49,6.46049532062923,2.06264848501179
71,51,1.30610021785294,0.361098821100547,54,5.10493827160494,1.23212429958132,57,90.63262394315,2.86356321256706,58,16.8304597701149,3.75822572547423,56,82.9081931220558,7.70834548847497,57,16.219298245614,3.28644973789335,55,95.96331738437,3.85810711521742,58,66.4589635007058,16.7432414873804,55,99.9681020733652,0.236561355250263,58,78.3202258519863,14.2135388707603,55,0.756547345283757,0.301679161166074,56,1.53886795647851,0.841967114621637,42,0.901928183554124,0.0529458813456847,43,136.962854028859,40.1827062682264,42,0.705875730985962,0.104019332200972,43,0.288893409493268,0.0884257166060416,42,0.151012793101757,0.0642833915439097,41,82.2382799500227,19.7461462763187,42,2.15322493287082,0.51416435978848,41,3.09244527120026,1.34553149575099,47,35.9290780141844,6.82588359207964,45,26.3631327160494,4.35483421241429,45,37.3424330864198,7.83084276107386,52,6.43362963526164,2.10626574272105
72,54,1.25240054868416,0.389521403305043,53,5.00943396226415,1.12679822776278,59,90.3797335043574,3.05232503129749,56,16.0386904761905,2.90905779314665,56,81.954229651169,8.48974709134609,58,16.2701149425287,3.21937173568406,55,96.4233563707248,3.33700433908607,59,66.4518287243533,16.8704462259134,56,99.8793859649123,0.438935275855046,58,78.5549001814882,14.3706836481284,57,0.743344995378054,0.312068295064346,57,1.49089783686363,0.901116985687546,37,0.894795265190002,0.0539518852278936,38,139.429042340921,43.1200353867116,40,0.67542731828714,0.123550989226101,40,0.308505994152632,0.0976833430245445,39,0.165607349579028,0.0747211579592476,39,83.988221306902,23.5719864913851,38,2.18987821100766,0.510897847390981,38,3.21277066687047,1.37627611852935,43,35.5426356589147,6.76583905166903,44,26.8572398989899,4.10462040094508,45,38.6234840740741,7.97566406430572,55,6.91181911205185,2.90160788621206
73,55,1.28409090907475,0.36821794353095,54,5.0570987654321,1.06421495879871,59,90.2394877526591,3.29707320034745,58,16.3132183908046,3.59134187161263,57,80.8903647964403,9.18858160073538,60,16.8944444444444,5.65601913158218,55,95.7181629895446,3.71336628523673,58,65.5800505320095,16.6766797542027,56,99.8793859649123,0.438935275855046,57,78.0193340032227,14.4646450077934,57,0.730853495805829,0.294848044499209,56,1.46617580207047,0.87321464671203,35,0.8887522377372,0.0530126650471137,35,141.684239416236,40.1159429781395,37,0.664264655234692,0.122893154219714,36,0.320421691592592,0.0925834997648832,36,0.173416704201946,0.074616752705033,36,84.9642476432413,23.6257682547613,35,2.19839029892671,0.516365080745481,35,3.20673591165873,1.3620546834032,43,33.8759689922481,7.83384775609549,43,26.2668775516796,3.87161644900008,43,37.9814946705426,7.97435019097973,54,6.97304082106796,3.15214340098645
74,53,1.26930468202096,0.373296551157709,51,4.8578431372549,1.0149294060901,56,90.1224283533012,3.15681162630876,56,16.6160714285714,4.43162642497794,54,81.6100290083845,8.48132615851406,57,16.7017543859649,5.70633322989992,53,95.0140328875123,4.48319826393227,55,67.3483545464969,16.7384078724506,54,99.8308270676692,0.541393828539478,53,80.6657546335317,13.7808715147834,53,0.719057944684449,0.29430145634579,53,1.33627213140836,0.768558083648349,33,0.887778157515,0.055447298351871,33,136.728672446888,40.9276650854288,35,0.674680721776137,0.123031974500908,35,0.30287007897995,0.0999876072705633,34,0.168583753053129,0.0724813282695687,34,83.6641707474714,23.6220979997277,34,2.40134221820166,0.614984060228188,34,3.62052620132735,1.5918958171495,38,33.1052631578947,7.64758897928906,40,26.8998336458333,3.9368650287696,39,37.7247129273504,7.74220505641344,51,7.09132048356755,3.33630635417252
75,42,1.2509920634709,0.416688667125453,39,4.98931623931624,0.989746313851169,42,90.0378476408237,3.4045833615145,41,16.0934959349593,3.90317690771245,42,80.9125849402878,8.70440238419523,42,16.0912698412698,3.72736209114061,39,94.420779736021,4.63229762467456,41,65.9005526329773,15.3126424783724,40,99.7716165413534,0.620045025665364,40,80.0765693338739,12.1119476901628,40,0.731059677964885,0.293360497466762,40,1.35248327391421,0.706998113229933,25,0.877368421052632,0.0558990109639401,26,144.328118503217,50.5503457802623,27,0.655791563778079,0.124220394467591,27,0.314733539302794,0.100343564917533,26,0.180408624827863,0.0719577319529653,26,83.675198104585,25.8550018486549,26,2.40799396424949,0.638966455777202,26,3.68708144371378,1.53729509480719,28,32.0952380952381,7.89207402724398,30,27.0319896759259,4.47117967616062,31,39.1795365143369,9.75905344851519,40,7.31373206921134,3.66405798969287
76,32,1.2753182870191,0.366896764245721,30,4.96944444444444,0.849972766448257,32,90.1824786404421,3.17390450739482,31,15.6021505376344,3.7334021371028,32,81.0495412875872,8.81479906285565,32,15.6354166666667,3.00669429331894,30,93.274791434605,4.95055788282164,31,64.1211610092065,14.9183399945375,27,100,NaN,31,77.9058166843421,12.7697669355563,31,0.782228519429262,0.325139745932309,30,1.42738101843203,0.721724820179094,17,0.871187159074156,0.0653487105362668,17,145.21794235556,56.7597418870998,18,0.65198573140692,0.120108543376605,18,0.318851397337232,0.0982011479522535,18,0.188588569924464,0.0748270616092678,17,86.0650234977244,29.4497613220114,18,2.45615722015944,0.70432330959457,18,3.80582895096764,1.69977960317156,20,32.125,7.663781875261,24,27.3216780671296,5.17742174111397,22,37.3284544823232,7.67929915998331,30,7.59302539642386,4.02908795428103
77,28,1.27926587299603,0.413697417461585,25,5.08333333333333,0.908422523653768,24,89.9215445267596,3.23246349983281,23,15.8913043478261,4.05069164054713,24,80.2227697138368,8.35116116436532,24,16.2222222222222,3.31832369453417,24,92.4688547903323,5.16161905321259,25,64.0300997592019,16.8829098734558,24,99.7916666666667,0.563053270576825,24,78.5660472156699,13.0451422508391,24,0.713380865303651,0.28844452903037,24,1.39253104387571,0.848012489233054,13,0.863030171582803,0.0708537730737472,13,121.867993455414,57.1826857145455,14,0.675792939417383,0.127159722982236,14,0.302676859548872,0.107549256554974,14,0.172868630808181,0.0786830759584866,13,71.7081952476151,18.5875766627704,14,2.6587429217339,0.729803980141485,14,3.89989843867715,2.01223332896277,14,31.0238095238095,8.47264505840498,18,27.3000476080247,5.40668011213372,18,38.3089912808642,9.42792248987603,23,7.8812083602712,4.14563408758972
78,20,1.33449074071667,0.399448991804441,19,5.03947368421053,0.992397186986209,15,90.3842002254142,2.86093068428444,15,18.2777777777778,8.5490337954636,16,82.0675512274266,7.2584681692982,15,15.9111111111111,3.43988433421885,18,90.8724864824097,6.01021329719549,16,66.3884051427589,14.5998954063977,17,99.859943977591,0.577465773896034,17,78.0082758077431,13.1658221269293,17,0.711222508957381,0.239824211816502,17,1.40388865711227,0.652327642281333,11,0.891487240829346,0.0578853343459535,11,101.271466205393,22.9307810278459,11,0.739959365364662,0.075222041617461,12,0.262742958947368,0.0886304594269473,11,0.136359929754956,0.0445081014192319,12,71.017479706388,17.0088303859024,12,2.57962761425162,0.701034939337543,12,3.96465494719515,2.15508694315796,10,32.1,8.76588505176407,12,26.3375630787037,5.86426255211709,12,35.8052721064815,9.03988337414148,15,7.35575486666097,3.90412943957374
79,18,1.49228395059568,0.388321117829457,18,5.08333333333333,1.07595526791874,14,90.5753198289111,2.00231647014157,13,16.7820512820513,4.80517883015227,15,81.8614339081216,7.79205710917768,14,17,3.25287512536165,16,89.4418337510443,8.1703349306335,15,63.448490507314,17.9565041193046,16,99.2261904761905,1.75287260183866,15,76.3832784575819,15.3848442352548,17,0.937481876851769,0.465581117436064,14,1.46047897530532,0.70456280735977,14,0.863650196920874,0.0915101578311568,13,119.906078617926,54.2231713907595,14,0.680916733067938,0.144616845717745,14,0.285049133984962,0.097468615289686,13,0.160021418519857,0.0838832921257091,13,77.7759689370335,25.7960370379141,14,2.77079764400431,0.802466728187969,13,3.37773558165314,1.56679088193948,14,30.0238095238095,8.08550912901952,13,28.6615700854701,5.38354756956728,13,41.1863136752137,11.224534025096,15,7.52872876457323,4.15496149020042
80,15,1.4783950617,0.369835371959945,15,5.34444444444444,1.0205559227864,12,89.290378638644,3.3331003873135,11,22.2878787878788,14.9837116950913,12,79.9304967355645,7.40148790378799,11,17.2727272727273,3.63568175424938,13,87.6788124156545,8.66807048973111,12,55.6911768118553,15.3690978570686,13,99.2307692307692,1.87766904049703,12,70.151107957803,12.1309880767534,14,1.02565932815826,0.48032670996715,11,1.62578958563674,0.785876676309021,12,0.852584586466166,0.10341871339416,12,154.813356186365,77.3174522627239,12,0.632648938292293,0.168357702317218,12,0.313650447099415,0.108356799355054,12,0.210525838157999,0.119496180017655,12,98.1947937625454,46.7249673155944,12,2.71360098070069,0.866738491421195,11,2.82824318074141,0.904828648230061,13,28.4358974358974,9.10574159058613,11,30.3175424242424,7.84040555816244,12,50.3652222222222,20.5746880543847,12,6.27472289891376,2.45085051368925
81,14,1.48412698409524,0.349697795533427,14,5.23809523809524,1.01634985756236,11,88.442432667742,3.80449634847738,10,22.5333333333333,15.7466045722738,11,79.3255426181457,6.75861669494348,10,16.7333333333333,3.95904964278981,12,86.6520467836257,8.18625631349916,11,58.5822938957614,14.4484040498514,12,99.1666666666667,1.94624736040381,11,71.5789864590174,13.2693414084286,13,1.05270331513402,0.485679871837802,10,1.59380253552355,0.818233440064288,11,0.843728639781272,0.103584392926071,11,158.773383264822,79.8046822933248,11,0.619910143030986,0.170401562141669,11,0.323186174017544,0.108236030985087,11,0.218496769960242,0.121936863960764,11,101.286622418686,47.7007409702806,11,2.78993916255227,0.865699680057268,10,2.69388582724888,0.830089687152451,11,25.6363636363636,6.59200617828484,10,31.2730866666667,7.55926558197387,11,52.0794252525252,20.6606261426086,11,5.83919032846909,2.45844222653346
82,14,1.50396825393651,0.368240211249758,13,5.25641025641026,1.05544308892527,11,88.7805179471986,3.66189659120397,10,23.2333333333333,15.3775931267013,11,79.2491874326681,6.75617361492454,10,17.2333333333333,3.8906345288445,12,87.485380116959,8.5055513835885,11,56.3095666230341,17.5637704062866,12,99.1666666666667,1.94624736040381,11,69.7608046408356,16.0858634711707,13,1.02295094661606,0.490771119782497,10,1.62861152409592,0.865501135318241,11,0.839183185235817,0.100718844229608,11,164.16538535849,77.2933144344671,11,0.627743779394623,0.17620429208955,11,0.310805264926635,0.115148513756737,11,0.21685358814206,0.1232396519078,11,105.228145194437,45.2355700123549,11,2.84017563202642,0.822076533677068,10,2.82051132757138,0.743642940871437,11,24.4545454545455,4.63386742071105,10,32.2593466666667,7.16039736039941,11,53.5808282828283,19.4779313063648,11,6.21772193274716,2.2470443558056
83,13,1.5398860398547,0.339100162981271,12,5.13888888888889,1.12329181951286,11,88.3757039532616,3.79609920409641,10,21.6333333333333,15.4276087295184,11,78.0139509185588,8.46754341380721,10,16.9333333333333,3.58598093403455,11,88.030303030303,9.62687735856065,10,53.5516917293233,16.1185172293761,11,99.0909090909091,2.02259958738973,10,68.6644736842105,16.4965944632767,12,1.0818364538988,0.465190831161963,9,1.8039614840782,0.80669326787249,10,0.833934837092732,0.0969896262631947,10,176.925384007452,70.8943067803107,10,0.602131953634085,0.166620091230496,10,0.333036421052632,0.0999976852686241,10,0.231349835839599,0.120320720621972,10,110.385814017233,44.5231040112672,10,2.86000421375129,0.759548616685306,9,2.70180081517792,0.525601519970717,11,24.7272727272727,5.23623737221507,9,31.4832814814815,5.37854536936415,10,55.9248933333333,19.0221316249841,10,6.06944105961833,2.22221037367436
84,11,1.54713804710101,0.34954052107046,10,5.16666666666667,1.14665374669724,10,88.0832435692947,3.86860660089659,9,21.7037037037037,16.3617477710499,10,77.4203540622719,8.68097293311821,9,17.2592592592593,3.64302140239001,9,88.1481481481481,10.0845193670396,9,52.2796574770259,16.5553351542322,9,99.4444444444444,1.66666666666667,9,67.4049707602339,16.9796472820285,10,1.12986460283818,0.498600315236116,8,1.85377943771078,0.847461804882967,8,0.836168546365915,0.0871888837437627,8,194.753262365964,65.310254704725,8,0.588770567042606,0.170880249856255,8,0.33925677631579,0.0908709196747541,8,0.241601044799499,0.127826914024582,8,120.768781226064,42.7522173162267,8,3.02950220856983,0.735614946584482,8,3.04787546154756,0.66084855177681,9,23.8888888888889,3.98260104844951,8,32.5656208333333,4.58390027779898,9,58.8675259259259,17.5970723142909,9,6.4785400682063,1.91642214195178
85,5,1.39259259257778,0.331114011107939,5,5.33333333333333,2.09496751499609,5,85.1889072389364,2.37566641286499,5,29.4666666666667,27.8014787776158,5,76.9267999769414,8.42096776324681,5,16.4666666666667,3.47690794944142,5,91,8.21583836257749,5,52.4342105263158,19.9923158714996,5,100,NaN,5,69.5921052631579,18.2186008490638,5,0.92403330194107,0.45803598483166,5,1.96356376598159,1.03016908749626,4,0.8375,0.0595119035711904,4,183.417391093422,54.3281175014175,4,0.63445,0.171144819913818,4,0.311675,0.0999422461558007,4,0.2097125,0.124429130934038,4,124.582528501869,42.5206979512953,4,2.629852124183,0.671637477200515,4,2.66937588745915,0.320141581634406,4,26.25,7.8049129826454,4,38.6926166666667,12.253897752008,4,63.10375,19.4030106839405,5,7.1377934831758,2.11569573324655
86,3,1.46913580244444,0.44069924073941,3,5.88888888888889,2.71484260508236,3,85.8220549274535,2.96529509169954,3,16.1111111111111,2.58915115505135,3,74.8240001517517,11.079601100657,3,16.7777777777778,3.84900179459752,3,96.6666666666667,2.88675134594813,3,56.140350877193,27.1682116946466,3,100,NaN,3,69.7368421052632,25.7558857539307,3,0.614368830769324,0.155187022708919,3,1.72753195179297,1.04052439784827,2,0.875,0,2,138.704597617534,27.0989768528549,2,0.7529725,0.0433350390850175,2,0.244465,0.0738997297018061,2,0.124795,0.00638517423411453,2,88.4547667463771,14.2272787154491,2,2.28085960988562,0.204100320965039,2,2.65172281045751,0.360810709406981,2,31.5,6.36396103067893,2,30.2433666666667,5.33908046202714,2,46.9472666666666,0.327154737429004,3,6.76388295028273,2.67446982856228
87,2,1.66666666666666,0.392837100659189,2,6.5,3.53553390593274,2,87.133636196501,2.69526945031787,2,16.5,3.53553390593274,2,70.6572680608573,11.8888680367656,2,19,0,2,97.5,3.53553390593274,2,46.7105263157895,30.7033207620474,2,100,NaN,2,62.1052631578947,31.2615629577211,2,0.693034937471992,0.105051825172074,2,2.22120781974007,0.838502754601966,2,0.875,0,2,138.704597617534,27.0989768528549,2,0.7529725,0.0433350390850175,2,0.244465,0.0738997297018061,2,0.124795,0.00638517423411453,2,88.4547667463771,14.2272787154491,2,2.28085960988562,0.204100320965039,2,2.65172281045751,0.360810709406981,2,31.5,6.36396103067893,2,30.2433666666667,5.33908046202714,2,46.9472666666666,0.327154737429004,2,8.13750010499891,1.72760909970877
88,1,1.38888888888889,0,1,4,0,1,85.2277928910563,0,1,14,0,1,62.2505688514284,0,1,19,0,1,100,NaN,1,68.4210526315789,0,1,100,NaN,1,84.2105263157895,0,1,0.618752079516794,0,1,1.62829683591742,0,1,0.875,0,1,119.542727321663,0,1,0.72233,0,1,0.29672,0,1,0.12931,0,1,78.394561488852,0,1,2.13653888888889,0,1,2.39659111111111,0,1,36,0,1,26.4680666666667,0,1,47.1786,0,1,9.35910421464257,0
89,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN
90,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN
